id_avis,id_client,id_service,note,date_publication
931,117,1,3,2026-06-08
932,38,4,4,2026-06-09
933,106,1,4,2026-06-10
934,16,3,5,2026-06-08
935,381,4,3,2026-06-06
936,488,5,4,2026-06-15
937,301,2,5,2026-06-07
938,76,1,5,2026-06-09
939,484,1,4,2026-06-09
940,279,1,4,2026-06-11
941,490,2,3,2026-06-19
942,289,2,4,2026-06-21
943,284,2,3,2026-06-12
944,320,2,3,2026-06-14
945,259,3,5,2026-06-18
946,461,3,5,2026-06-14
947,317,2,5,2026-06-19
948,449,3,4,2026-06-17
949,314,4,4,2026-06-17
950,191,1,5,2026-06-21
951,191,2,3,2026-06-23
952,141,2,5,2026-06-26
953,205,1,3,2026-06-25
954,3,1,5,2026-06-20
955,346,1,5,2026-06-18
956,22,1,4,2026-06-21
957,221,4,5,2026-06-23
958,403,1,5,2026-06-21
959,278,4,4,2026-06-22
960,245,4,5,2026-06-20
961,474,3,3,2026-06-24
962,42,4,4,2026-06-19
963,408,4,3,2026-06-22
964,7,3,3,2026-06-25
965,457,2,4,2026-06-25
966,205,1,3,2026-06-30
967,423,1,5,2026-06-24
968,459,1,2,2026-06-29
969,415,5,4,2026-07-03
970,290,1,4,2026-07-02
971,294,2,4,2026-06-29
972,219,1,2,2026-06-28
973,142,3,5,2026-07-02
974,386,1,4,2026-07-05
975,132,3,4,2026-07-04
976,387,5,5,2026-06-29
977,35,3,3,2026-07-05
978,158,3,5,2026-07-04
979,156,3,4,2026-07-07
980,162,3,4,2026-07-02
981,31,1,5,2026-06-30
982,426,5,4,2026-07-02
983,16,1,4,2026-07-04
