id,id_client,id_service,service,frequence,nbr_article,date_rdv,heure_rdv,prix_total,statut
298,345,1,Nettoyage voiture,Ponctuelle,3,2025-03-25,18:00,117.0,Annulé
299,489,5,Nettoyage matelas,Trimestrielle,1,2025-03-25,09:00,45.0,Réalisé
300,460,1,Nettoyage voiture,Ponctuelle,1,2025-03-26,11:00,39.0,Réalisé
301,252,3,Nettoyage canapé,Ponctuelle,4,2025-03-26,10:00,196.0,Réalisé
302,393,3,Nettoyage canapé,Trimestrielle,3,2025-03-26,09:00,147.0,Annulé
303,381,1,Nettoyage voiture,Trimestrielle,1,2025-03-26,17:00,39.0,Réalisé
304,439,2,Nettoyage vitres,Ponctuelle,2,2025-03-26,14:00,50.0,Réalisé
305,437,4,Nettoyage tapis,Ponctuelle,1,2025-03-27,11:00,29.0,Réalisé
306,303,2,Nettoyage vitres,Ponctuelle,2,2025-03-27,19:00,50.0,Réalisé
307,187,5,Nettoyage matelas,Ponctuelle,5,2025-03-27,12:00,225.0,Réalisé
308,303,5,Nettoyage matelas,Ponctuelle,1,2025-03-27,09:00,45.0,Réalisé
309,75,2,Nettoyage vitres,Ponctuelle,2,2025-03-27,17:00,50.0,Réalisé
310,324,1,Nettoyage voiture,Ponctuelle,3,2025-03-28,18:00,117.0,Réalisé
311,415,3,Nettoyage canapé,Ponctuelle,2,2025-03-28,15:00,98.0,Réalisé
312,415,5,Nettoyage matelas,Mensuelle,1,2025-03-28,10:00,45.0,Réalisé
313,439,4,Nettoyage tapis,Mensuelle,4,2025-03-28,12:00,116.0,Réalisé
314,435,2,Nettoyage vitres,Ponctuelle,5,2025-03-28,17:00,125.0,Réalisé
315,100,3,Nettoyage canapé,Mensuelle,1,2025-03-29,09:00,49.0,Réalisé
316,406,3,Nettoyage canapé,Ponctuelle,1,2025-03-29,17:00,49.0,Réalisé
317,235,4,Nettoyage tapis,Mensuelle,3,2025-03-29,15:00,87.0,Réalisé
318,460,3,Nettoyage canapé,Ponctuelle,1,2025-03-29,14:00,49.0,Réalisé
319,5,1,Nettoyage voiture,Mensuelle,2,2025-03-29,18:00,78.0,Réalisé
320,440,5,Nettoyage matelas,Mensuelle,1,2025-03-29,19:00,45.0,Réalisé
321,475,5,Nettoyage matelas,Mensuelle,1,2025-03-29,12:00,45.0,Réalisé
322,61,2,Nettoyage vitres,Trimestrielle,1,2025-03-29,11:00,25.0,Annulé
323,322,3,Nettoyage canapé,Trimestrielle,2,2025-03-29,16:00,98.0,Réalisé
324,62,1,Nettoyage voiture,Ponctuelle,2,2025-04-01,14:00,78.0,Réalisé
325,116,1,Nettoyage voiture,Trimestrielle,2,2025-04-01,15:00,78.0,Réalisé
326,382,3,Nettoyage canapé,Ponctuelle,2,2025-04-01,12:00,98.0,Réalisé
327,360,3,Nettoyage canapé,Trimestrielle,1,2025-04-01,10:00,49.0,Réalisé
328,466,3,Nettoyage canapé,Ponctuelle,1,2025-04-01,19:00,49.0,Réalisé
329,202,3,Nettoyage canapé,Mensuelle,1,2025-04-01,18:00,49.0,Réalisé
330,266,3,Nettoyage canapé,Ponctuelle,3,2025-04-01,13:00,147.0,Réalisé
331,106,4,Nettoyage tapis,Ponctuelle,1,2025-04-02,16:00,29.0,Réalisé
332,44,1,Nettoyage voiture,Mensuelle,1,2025-04-02,18:00,39.0,Annulé
333,217,3,Nettoyage canapé,Ponctuelle,1,2025-04-02,09:00,49.0,Annulé
334,485,3,Nettoyage canapé,Ponctuelle,1,2025-04-02,11:00,49.0,Réalisé
335,296,4,Nettoyage tapis,Ponctuelle,2,2025-04-02,17:00,58.0,Réalisé
336,311,2,Nettoyage vitres,Trimestrielle,4,2025-04-02,15:00,100.0,Réalisé
337,122,1,Nettoyage voiture,Mensuelle,1,2025-04-02,12:00,39.0,Réalisé
338,69,1,Nettoyage voiture,Ponctuelle,3,2025-04-02,14:00,117.0,Réalisé
339,74,5,Nettoyage matelas,Trimestrielle,2,2025-04-03,10:00,90.0,Réalisé
340,357,1,Nettoyage voiture,Trimestrielle,2,2025-04-03,17:00,78.0,Réalisé
341,262,4,Nettoyage tapis,Ponctuelle,2,2025-04-03,14:00,58.0,Réalisé
342,223,2,Nettoyage vitres,Trimestrielle,1,2025-04-03,09:00,25.0,Réalisé
343,273,5,Nettoyage matelas,Ponctuelle,1,2025-04-03,12:00,45.0,Réalisé
344,186,3,Nettoyage canapé,Ponctuelle,1,2025-04-03,19:00,49.0,Annulé
345,141,4,Nettoyage tapis,Mensuelle,1,2025-04-03,11:00,29.0,Réalisé
346,312,4,Nettoyage tapis,Ponctuelle,3,2025-04-04,14:00,87.0,Réalisé
347,93,1,Nettoyage voiture,Mensuelle,1,2025-04-04,11:00,39.0,Réalisé
348,305,4,Nettoyage tapis,Ponctuelle,5,2025-04-04,19:00,145.0,Réalisé
349,352,2,Nettoyage vitres,Ponctuelle,2,2025-04-04,09:00,50.0,Réalisé
350,377,1,Nettoyage voiture,Ponctuelle,1,2025-04-04,16:00,39.0,Réalisé
351,399,5,Nettoyage matelas,Ponctuelle,2,2025-04-04,15:00,90.0,Réalisé
352,182,3,Nettoyage canapé,Ponctuelle,2,2025-04-04,12:00,98.0,Réalisé
353,483,3,Nettoyage canapé,Ponctuelle,1,2025-04-04,10:00,49.0,Réalisé
354,381,5,Nettoyage matelas,Ponctuelle,1,2025-04-05,19:00,45.0,Réalisé
355,486,5,Nettoyage matelas,Ponctuelle,3,2025-04-05,10:00,135.0,Réalisé
356,264,3,Nettoyage canapé,Ponctuelle,2,2025-04-05,13:00,98.0,Réalisé
357,8,3,Nettoyage canapé,Ponctuelle,2,2025-04-05,15:00,98.0,Réalisé
358,360,5,Nettoyage matelas,Mensuelle,2,2025-04-05,14:00,90.0,Réalisé
359,472,2,Nettoyage vitres,Ponctuelle,5,2025-04-05,17:00,125.0,Réalisé
360,311,5,Nettoyage matelas,Ponctuelle,2,2025-04-05,09:00,90.0,Réalisé
361,463,1,Nettoyage voiture,Mensuelle,4,2025-04-05,16:00,156.0,Réalisé
362,488,1,Nettoyage voiture,Ponctuelle,3,2025-04-05,18:00,117.0,Réalisé
363,174,3,Nettoyage canapé,Trimestrielle,1,2025-04-05,11:00,49.0,Annulé
364,330,1,Nettoyage voiture,Trimestrielle,1,2025-04-08,11:00,39.0,Réalisé
365,435,5,Nettoyage matelas,Trimestrielle,4,2025-04-08,16:00,180.0,Réalisé
366,182,2,Nettoyage vitres,Ponctuelle,2,2025-04-08,09:00,50.0,Réalisé
367,5,2,Nettoyage vitres,Ponctuelle,2,2025-04-08,12:00,50.0,Réalisé
368,79,3,Nettoyage canapé,Ponctuelle,1,2025-04-08,18:00,49.0,Réalisé
369,129,5,Nettoyage matelas,Mensuelle,1,2025-04-08,19:00,45.0,Réalisé
370,364,4,Nettoyage tapis,Trimestrielle,1,2025-04-09,14:00,29.0,Réalisé
371,381,1,Nettoyage voiture,Ponctuelle,1,2025-04-09,10:00,39.0,Réalisé
372,492,1,Nettoyage voiture,Trimestrielle,2,2025-04-09,16:00,78.0,Réalisé
373,410,1,Nettoyage voiture,Ponctuelle,1,2025-04-09,12:00,39.0,Réalisé
374,205,1,Nettoyage voiture,Mensuelle,3,2025-04-09,09:00,117.0,Réalisé
375,57,5,Nettoyage matelas,Ponctuelle,3,2025-04-09,11:00,135.0,Annulé
376,246,2,Nettoyage vitres,Ponctuelle,2,2025-04-10,08:00,50.0,Réalisé
377,79,3,Nettoyage canapé,Ponctuelle,3,2025-04-10,10:00,147.0,Réalisé
378,135,1,Nettoyage voiture,Ponctuelle,1,2025-04-10,18:00,39.0,Annulé
379,362,1,Nettoyage voiture,Ponctuelle,3,2025-04-10,13:00,117.0,Réalisé
380,97,1,Nettoyage voiture,Ponctuelle,2,2025-04-10,19:00,78.0,Annulé
381,68,3,Nettoyage canapé,Ponctuelle,2,2025-04-10,14:00,98.0,Réalisé
382,10,1,Nettoyage voiture,Ponctuelle,1,2025-04-10,16:00,39.0,Réalisé
383,157,1,Nettoyage voiture,Ponctuelle,1,2025-04-10,09:00,39.0,Réalisé
384,164,1,Nettoyage voiture,Ponctuelle,1,2025-04-11,14:00,39.0,Réalisé
385,165,1,Nettoyage voiture,Ponctuelle,1,2025-04-11,15:00,39.0,Réalisé
386,95,3,Nettoyage canapé,Ponctuelle,4,2025-04-11,08:00,196.0,Réalisé
387,343,3,Nettoyage canapé,Ponctuelle,1,2025-04-11,16:00,49.0,Réalisé
388,380,3,Nettoyage canapé,Ponctuelle,3,2025-04-11,19:00,147.0,Réalisé
389,122,4,Nettoyage tapis,Ponctuelle,2,2025-04-11,13:00,58.0,Réalisé
390,67,1,Nettoyage voiture,Trimestrielle,1,2025-04-11,17:00,39.0,Réalisé
391,453,3,Nettoyage canapé,Trimestrielle,1,2025-04-11,10:00,49.0,Réalisé
392,23,5,Nettoyage matelas,Mensuelle,1,2025-04-12,12:00,45.0,Réalisé
393,389,2,Nettoyage vitres,Trimestrielle,2,2025-04-12,20:00,50.0,Réalisé
394,230,5,Nettoyage matelas,Trimestrielle,5,2025-04-12,16:00,225.0,Réalisé
395,269,1,Nettoyage voiture,Ponctuelle,1,2025-04-12,10:00,39.0,Annulé
396,357,3,Nettoyage canapé,Ponctuelle,1,2025-04-12,17:00,49.0,Annulé
397,498,1,Nettoyage voiture,Ponctuelle,4,2025-04-12,13:00,156.0,Réalisé
398,446,4,Nettoyage tapis,Mensuelle,1,2025-04-12,15:00,29.0,Réalisé
399,288,1,Nettoyage voiture,Ponctuelle,1,2025-04-12,11:00,39.0,Réalisé
400,82,2,Nettoyage vitres,Ponctuelle,1,2025-04-12,14:00,25.0,Réalisé
401,21,1,Nettoyage voiture,Ponctuelle,1,2025-04-15,16:00,39.0,Réalisé
402,448,5,Nettoyage matelas,Ponctuelle,1,2025-04-15,15:00,45.0,Réalisé
403,274,3,Nettoyage canapé,Mensuelle,1,2025-04-15,19:00,49.0,Réalisé
404,167,3,Nettoyage canapé,Trimestrielle,2,2025-04-15,17:00,98.0,Réalisé
405,210,4,Nettoyage tapis,Mensuelle,2,2025-04-15,12:00,58.0,Réalisé
406,6,1,Nettoyage voiture,Ponctuelle,5,2025-04-15,10:00,195.0,Réalisé
407,498,1,Nettoyage voiture,Ponctuelle,5,2025-04-15,09:00,195.0,Réalisé
408,440,2,Nettoyage vitres,Ponctuelle,1,2025-04-16,18:00,25.0,Réalisé
409,189,1,Nettoyage voiture,Mensuelle,1,2025-04-16,17:00,39.0,Réalisé
410,418,3,Nettoyage canapé,Ponctuelle,1,2025-04-16,09:00,49.0,Réalisé
411,332,1,Nettoyage voiture,Mensuelle,1,2025-04-16,14:00,39.0,Réalisé
412,352,2,Nettoyage vitres,Mensuelle,4,2025-04-16,12:00,100.0,Réalisé
413,466,1,Nettoyage voiture,Ponctuelle,1,2025-04-16,16:00,39.0,Réalisé
414,385,2,Nettoyage vitres,Ponctuelle,2,2025-04-16,13:00,50.0,Réalisé
415,278,4,Nettoyage tapis,Mensuelle,1,2025-04-17,08:00,29.0,Réalisé
416,246,2,Nettoyage vitres,Ponctuelle,2,2025-04-17,09:00,50.0,Réalisé
417,246,5,Nettoyage matelas,Ponctuelle,3,2025-04-17,19:00,135.0,Réalisé
418,64,1,Nettoyage voiture,Ponctuelle,2,2025-04-17,17:00,78.0,Réalisé
419,454,1,Nettoyage voiture,Ponctuelle,2,2025-04-17,10:00,78.0,Réalisé
420,453,1,Nettoyage voiture,Ponctuelle,3,2025-04-18,10:00,117.0,Réalisé
421,115,5,Nettoyage matelas,Trimestrielle,1,2025-04-18,08:00,45.0,Réalisé
422,61,5,Nettoyage matelas,Ponctuelle,1,2025-04-18,11:00,45.0,Réalisé
423,78,5,Nettoyage matelas,Ponctuelle,1,2025-04-18,18:00,45.0,Réalisé
424,77,3,Nettoyage canapé,Ponctuelle,2,2025-04-18,17:00,98.0,Réalisé
425,449,3,Nettoyage canapé,Ponctuelle,2,2025-04-18,15:00,98.0,Réalisé
426,373,4,Nettoyage tapis,Ponctuelle,1,2025-04-19,13:00,29.0,Réalisé
427,198,1,Nettoyage voiture,Ponctuelle,5,2025-04-19,10:00,195.0,Réalisé
428,309,3,Nettoyage canapé,Trimestrielle,1,2025-04-19,09:00,49.0,Réalisé
429,126,2,Nettoyage vitres,Ponctuelle,3,2025-04-19,11:00,75.0,Réalisé
430,275,3,Nettoyage canapé,Ponctuelle,2,2025-04-19,17:00,98.0,Réalisé
431,296,2,Nettoyage vitres,Ponctuelle,2,2025-04-19,16:00,50.0,Réalisé
432,186,4,Nettoyage tapis,Ponctuelle,1,2025-04-19,19:00,29.0,Réalisé
433,491,5,Nettoyage matelas,Ponctuelle,1,2025-04-19,12:00,45.0,Réalisé
434,435,1,Nettoyage voiture,Ponctuelle,4,2025-04-19,20:00,156.0,Réalisé
435,437,4,Nettoyage tapis,Ponctuelle,1,2025-04-19,15:00,29.0,Réalisé
436,115,5,Nettoyage matelas,Ponctuelle,1,2025-04-19,14:00,45.0,Réalisé
437,446,3,Nettoyage canapé,Mensuelle,1,2025-04-22,10:00,49.0,Réalisé
438,7,1,Nettoyage voiture,Ponctuelle,1,2025-04-22,09:00,39.0,Réalisé
439,381,4,Nettoyage tapis,Ponctuelle,1,2025-04-22,19:00,29.0,Réalisé
440,370,3,Nettoyage canapé,Ponctuelle,4,2025-04-22,14:00,196.0,Réalisé
441,80,4,Nettoyage tapis,Ponctuelle,2,2025-04-22,08:00,58.0,Réalisé
442,83,3,Nettoyage canapé,Ponctuelle,2,2025-04-22,13:00,98.0,Réalisé
443,109,3,Nettoyage canapé,Ponctuelle,5,2025-04-23,15:00,245.0,Réalisé
444,500,1,Nettoyage voiture,Mensuelle,1,2025-04-23,16:00,39.0,Réalisé
445,161,5,Nettoyage matelas,Ponctuelle,3,2025-04-23,12:00,135.0,Réalisé
446,191,2,Nettoyage vitres,Ponctuelle,1,2025-04-23,18:00,25.0,Réalisé
447,309,1,Nettoyage voiture,Ponctuelle,1,2025-04-23,17:00,39.0,Réalisé
448,55,2,Nettoyage vitres,Ponctuelle,1,2025-04-23,13:00,25.0,Réalisé
449,283,3,Nettoyage canapé,Ponctuelle,3,2025-04-23,09:00,147.0,Réalisé
450,292,5,Nettoyage matelas,Ponctuelle,1,2025-04-23,11:00,45.0,Réalisé
451,183,3,Nettoyage canapé,Ponctuelle,1,2025-04-24,17:00,49.0,Annulé
452,380,4,Nettoyage tapis,Ponctuelle,1,2025-04-24,15:00,29.0,Réalisé
453,408,3,Nettoyage canapé,Ponctuelle,3,2025-04-24,08:00,147.0,Réalisé
454,78,3,Nettoyage canapé,Ponctuelle,3,2025-04-24,19:00,147.0,Réalisé
455,119,1,Nettoyage voiture,Trimestrielle,2,2025-04-24,13:00,78.0,Réalisé
456,123,1,Nettoyage voiture,Mensuelle,2,2025-04-25,19:00,78.0,Réalisé
457,322,3,Nettoyage canapé,Ponctuelle,1,2025-04-25,10:00,49.0,Annulé
458,159,1,Nettoyage voiture,Mensuelle,1,2025-04-25,16:00,39.0,Réalisé
459,49,5,Nettoyage matelas,Ponctuelle,3,2025-04-25,17:00,135.0,Réalisé
460,296,1,Nettoyage voiture,Ponctuelle,1,2025-04-25,13:00,39.0,Réalisé
461,133,1,Nettoyage voiture,Mensuelle,1,2025-04-25,11:00,39.0,Annulé
462,474,5,Nettoyage matelas,Ponctuelle,3,2025-04-25,09:00,135.0,Réalisé
463,440,1,Nettoyage voiture,Ponctuelle,2,2025-04-25,18:00,78.0,Réalisé
464,350,3,Nettoyage canapé,Mensuelle,1,2025-04-26,15:00,49.0,Réalisé
465,359,5,Nettoyage matelas,Mensuelle,1,2025-04-26,18:00,45.0,Réalisé
466,82,1,Nettoyage voiture,Ponctuelle,3,2025-04-26,11:00,117.0,Réalisé
467,343,5,Nettoyage matelas,Mensuelle,1,2025-04-26,16:00,45.0,Réalisé
468,239,3,Nettoyage canapé,Trimestrielle,2,2025-04-26,14:00,98.0,Réalisé
469,204,1,Nettoyage voiture,Trimestrielle,1,2025-04-26,13:00,39.0,Réalisé
470,310,1,Nettoyage voiture,Ponctuelle,1,2025-04-26,20:00,39.0,Réalisé
471,414,5,Nettoyage matelas,Ponctuelle,3,2025-04-29,12:00,135.0,Réalisé
472,445,2,Nettoyage vitres,Ponctuelle,1,2025-04-29,15:00,25.0,Réalisé
473,91,4,Nettoyage tapis,Ponctuelle,1,2025-04-29,08:00,29.0,Réalisé
474,365,1,Nettoyage voiture,Ponctuelle,1,2025-04-29,16:00,39.0,Réalisé
475,95,2,Nettoyage vitres,Trimestrielle,1,2025-04-29,10:00,25.0,Réalisé
476,386,1,Nettoyage voiture,Ponctuelle,4,2025-04-29,11:00,156.0,Réalisé
477,102,5,Nettoyage matelas,Trimestrielle,2,2025-04-30,11:00,90.0,Réalisé
478,422,3,Nettoyage canapé,Ponctuelle,2,2025-04-30,13:00,98.0,Annulé
479,78,4,Nettoyage tapis,Ponctuelle,2,2025-04-30,14:00,58.0,Réalisé
480,406,5,Nettoyage matelas,Ponctuelle,1,2025-04-30,15:00,45.0,Annulé
481,231,2,Nettoyage vitres,Ponctuelle,2,2025-04-30,16:00,50.0,Annulé
482,348,1,Nettoyage voiture,Ponctuelle,1,2025-05-01,18:00,39.0,Réalisé
483,460,1,Nettoyage voiture,Ponctuelle,3,2025-05-01,17:00,117.0,Réalisé
484,234,4,Nettoyage tapis,Ponctuelle,1,2025-05-01,09:00,29.0,Réalisé
485,499,2,Nettoyage vitres,Ponctuelle,3,2025-05-01,08:00,75.0,Réalisé
486,91,1,Nettoyage voiture,Ponctuelle,1,2025-05-01,11:00,39.0,Réalisé
487,338,1,Nettoyage voiture,Ponctuelle,1,2025-05-01,13:00,39.0,Réalisé
488,474,2,Nettoyage vitres,Ponctuelle,1,2025-05-01,19:00,25.0,Annulé
489,46,1,Nettoyage voiture,Mensuelle,1,2025-05-01,15:00,39.0,Réalisé
490,283,5,Nettoyage matelas,Mensuelle,1,2025-05-02,17:00,45.0,Réalisé
491,496,1,Nettoyage voiture,Ponctuelle,1,2025-05-02,14:00,39.0,Réalisé
492,402,3,Nettoyage canapé,Ponctuelle,4,2025-05-02,09:00,196.0,Réalisé
493,146,1,Nettoyage voiture,Ponctuelle,1,2025-05-02,15:00,39.0,Réalisé
494,466,3,Nettoyage canapé,Trimestrielle,1,2025-05-02,19:00,49.0,Réalisé
495,499,5,Nettoyage matelas,Ponctuelle,5,2025-05-03,15:00,225.0,Réalisé
496,478,3,Nettoyage canapé,Ponctuelle,1,2025-05-03,09:00,49.0,Réalisé
497,89,1,Nettoyage voiture,Trimestrielle,2,2025-05-03,19:00,78.0,Réalisé
498,364,2,Nettoyage vitres,Ponctuelle,1,2025-05-03,18:00,25.0,Réalisé
499,432,3,Nettoyage canapé,Mensuelle,2,2025-05-03,11:00,98.0,Réalisé
500,166,5,Nettoyage matelas,Ponctuelle,3,2025-05-03,20:00,135.0,Réalisé
501,304,1,Nettoyage voiture,Ponctuelle,1,2025-05-03,16:00,39.0,Réalisé
502,293,3,Nettoyage canapé,Trimestrielle,2,2025-05-03,13:00,98.0,Réalisé
503,324,4,Nettoyage tapis,Ponctuelle,1,2025-05-03,14:00,29.0,Réalisé
504,327,1,Nettoyage voiture,Ponctuelle,4,2025-05-06,10:00,156.0,Annulé
505,63,5,Nettoyage matelas,Trimestrielle,1,2025-05-06,11:00,45.0,Réalisé
506,254,1,Nettoyage voiture,Ponctuelle,4,2025-05-06,18:00,156.0,Réalisé
507,408,5,Nettoyage matelas,Ponctuelle,1,2025-05-06,12:00,45.0,Réalisé
508,352,1,Nettoyage voiture,Ponctuelle,4,2025-05-06,17:00,156.0,Réalisé
509,83,5,Nettoyage matelas,Ponctuelle,2,2025-05-06,16:00,90.0,Réalisé
510,311,1,Nettoyage voiture,Ponctuelle,1,2025-05-06,09:00,39.0,Réalisé
511,315,1,Nettoyage voiture,Ponctuelle,1,2025-05-06,15:00,39.0,Réalisé
512,63,1,Nettoyage voiture,Ponctuelle,2,2025-05-06,19:00,78.0,Réalisé
513,79,1,Nettoyage voiture,Ponctuelle,1,2025-05-06,14:00,39.0,Réalisé
514,334,1,Nettoyage voiture,Mensuelle,1,2025-05-07,08:00,39.0,Réalisé
515,205,4,Nettoyage tapis,Ponctuelle,1,2025-05-07,13:00,29.0,Annulé
516,368,1,Nettoyage voiture,Mensuelle,1,2025-05-07,10:00,39.0,Réalisé
517,160,2,Nettoyage vitres,Mensuelle,2,2025-05-07,11:00,50.0,Réalisé
518,229,1,Nettoyage voiture,Ponctuelle,2,2025-05-07,09:00,78.0,Réalisé
519,130,2,Nettoyage vitres,Trimestrielle,4,2025-05-08,19:00,100.0,Réalisé
520,495,1,Nettoyage voiture,Ponctuelle,3,2025-05-08,12:00,117.0,Réalisé
521,220,2,Nettoyage vitres,Mensuelle,1,2025-05-08,13:00,25.0,Réalisé
522,191,2,Nettoyage vitres,Ponctuelle,1,2025-05-08,09:00,25.0,Réalisé
523,368,2,Nettoyage vitres,Mensuelle,1,2025-05-08,14:00,25.0,Réalisé
524,288,3,Nettoyage canapé,Trimestrielle,3,2025-05-08,11:00,147.0,Réalisé
525,288,1,Nettoyage voiture,Ponctuelle,1,2025-05-08,16:00,39.0,Réalisé
526,39,3,Nettoyage canapé,Mensuelle,4,2025-05-08,18:00,196.0,Réalisé
527,417,3,Nettoyage canapé,Ponctuelle,2,2025-05-08,10:00,98.0,Réalisé
528,141,1,Nettoyage voiture,Ponctuelle,3,2025-05-08,17:00,117.0,Réalisé
529,274,1,Nettoyage voiture,Ponctuelle,5,2025-05-09,13:00,195.0,Annulé
530,49,1,Nettoyage voiture,Ponctuelle,2,2025-05-09,17:00,78.0,Réalisé
531,178,2,Nettoyage vitres,Ponctuelle,1,2025-05-09,14:00,25.0,Réalisé
532,202,3,Nettoyage canapé,Ponctuelle,1,2025-05-09,11:00,49.0,Réalisé
533,467,5,Nettoyage matelas,Ponctuelle,1,2025-05-09,08:00,45.0,Réalisé
534,25,2,Nettoyage vitres,Ponctuelle,2,2025-05-09,10:00,50.0,Réalisé
535,371,1,Nettoyage voiture,Mensuelle,5,2025-05-09,15:00,195.0,Réalisé
536,189,1,Nettoyage voiture,Trimestrielle,1,2025-05-09,12:00,39.0,Réalisé
537,358,3,Nettoyage canapé,Ponctuelle,3,2025-05-10,17:00,147.0,Réalisé
538,442,1,Nettoyage voiture,Ponctuelle,1,2025-05-10,09:00,39.0,Réalisé
539,327,3,Nettoyage canapé,Trimestrielle,3,2025-05-10,19:00,147.0,Réalisé
540,339,1,Nettoyage voiture,Ponctuelle,2,2025-05-10,13:00,78.0,Réalisé
541,48,1,Nettoyage voiture,Ponctuelle,3,2025-05-10,18:00,117.0,Réalisé
542,447,1,Nettoyage voiture,Ponctuelle,1,2025-05-10,16:00,39.0,Réalisé
543,39,3,Nettoyage canapé,Mensuelle,3,2025-05-10,15:00,147.0,Annulé
544,420,1,Nettoyage voiture,Ponctuelle,1,2025-05-10,11:00,39.0,Réalisé
545,390,3,Nettoyage canapé,Mensuelle,1,2025-05-10,14:00,49.0,Réalisé
546,233,5,Nettoyage matelas,Ponctuelle,3,2025-05-10,10:00,135.0,Réalisé
547,488,1,Nettoyage voiture,Mensuelle,1,2025-05-13,10:00,39.0,Réalisé
548,382,3,Nettoyage canapé,Mensuelle,1,2025-05-13,11:00,49.0,Réalisé
549,244,1,Nettoyage voiture,Ponctuelle,1,2025-05-13,13:00,39.0,Réalisé
550,44,3,Nettoyage canapé,Trimestrielle,1,2025-05-13,14:00,49.0,Réalisé
551,171,1,Nettoyage voiture,Ponctuelle,1,2025-05-13,15:00,39.0,Réalisé
552,375,1,Nettoyage voiture,Ponctuelle,1,2025-05-13,16:00,39.0,Annulé
553,142,1,Nettoyage voiture,Ponctuelle,1,2025-05-13,12:00,39.0,Réalisé
554,273,5,Nettoyage matelas,Ponctuelle,2,2025-05-14,15:00,90.0,Réalisé
555,201,1,Nettoyage voiture,Mensuelle,2,2025-05-14,16:00,78.0,Réalisé
556,254,1,Nettoyage voiture,Mensuelle,3,2025-05-14,14:00,117.0,Réalisé
557,306,4,Nettoyage tapis,Ponctuelle,1,2025-05-14,09:00,29.0,Réalisé
558,319,1,Nettoyage voiture,Trimestrielle,1,2025-05-14,08:00,39.0,Réalisé
559,162,2,Nettoyage vitres,Ponctuelle,4,2025-05-14,13:00,100.0,Réalisé
560,497,3,Nettoyage canapé,Ponctuelle,3,2025-05-15,15:00,147.0,Réalisé
561,24,1,Nettoyage voiture,Ponctuelle,3,2025-05-15,10:00,117.0,Réalisé
562,269,3,Nettoyage canapé,Mensuelle,5,2025-05-15,08:00,245.0,Réalisé
563,412,4,Nettoyage tapis,Ponctuelle,3,2025-05-15,19:00,87.0,Réalisé
564,132,3,Nettoyage canapé,Trimestrielle,2,2025-05-15,14:00,98.0,Réalisé
565,155,1,Nettoyage voiture,Mensuelle,1,2025-05-15,18:00,39.0,Réalisé
566,462,5,Nettoyage matelas,Mensuelle,3,2025-05-15,17:00,135.0,Réalisé
567,328,3,Nettoyage canapé,Ponctuelle,1,2025-05-15,09:00,49.0,Réalisé
568,328,4,Nettoyage tapis,Trimestrielle,1,2025-05-16,14:00,29.0,Réalisé
569,468,1,Nettoyage voiture,Ponctuelle,2,2025-05-16,11:00,78.0,Réalisé
570,348,5,Nettoyage matelas,Ponctuelle,2,2025-05-16,10:00,90.0,Réalisé
571,142,2,Nettoyage vitres,Trimestrielle,2,2025-05-16,13:00,50.0,Réalisé
572,314,1,Nettoyage voiture,Ponctuelle,2,2025-05-16,15:00,78.0,Réalisé
573,178,4,Nettoyage tapis,Mensuelle,2,2025-05-16,08:00,58.0,Réalisé
574,239,5,Nettoyage matelas,Mensuelle,1,2025-05-16,09:00,45.0,Réalisé
575,84,3,Nettoyage canapé,Ponctuelle,1,2025-05-16,12:00,49.0,Réalisé
576,26,1,Nettoyage voiture,Mensuelle,1,2025-05-17,09:00,39.0,Réalisé
577,341,2,Nettoyage vitres,Mensuelle,1,2025-05-17,16:00,25.0,Annulé
578,74,3,Nettoyage canapé,Mensuelle,4,2025-05-17,20:00,196.0,Annulé
579,113,1,Nettoyage voiture,Ponctuelle,2,2025-05-17,12:00,78.0,Réalisé
580,198,5,Nettoyage matelas,Ponctuelle,1,2025-05-17,13:00,45.0,Réalisé
581,155,5,Nettoyage matelas,Ponctuelle,1,2025-05-17,15:00,45.0,Réalisé
582,412,1,Nettoyage voiture,Mensuelle,1,2025-05-17,19:00,39.0,Réalisé
583,284,3,Nettoyage canapé,Ponctuelle,1,2025-05-17,18:00,49.0,Réalisé
584,237,2,Nettoyage vitres,Trimestrielle,1,2025-05-17,14:00,25.0,Réalisé
585,15,2,Nettoyage vitres,Ponctuelle,1,2025-05-20,14:00,25.0,Annulé
586,72,1,Nettoyage voiture,Ponctuelle,3,2025-05-20,19:00,117.0,Réalisé
587,66,2,Nettoyage vitres,Ponctuelle,1,2025-05-20,09:00,25.0,Réalisé
588,433,5,Nettoyage matelas,Ponctuelle,3,2025-05-20,10:00,135.0,Réalisé
589,448,2,Nettoyage vitres,Mensuelle,1,2025-05-20,15:00,25.0,Réalisé
590,333,5,Nettoyage matelas,Ponctuelle,1,2025-05-20,13:00,45.0,Réalisé
591,354,3,Nettoyage canapé,Ponctuelle,3,2025-05-20,16:00,147.0,Réalisé
592,379,1,Nettoyage voiture,Ponctuelle,2,2025-05-20,12:00,78.0,Réalisé
593,496,4,Nettoyage tapis,Ponctuelle,2,2025-05-20,18:00,58.0,Réalisé
594,155,1,Nettoyage voiture,Mensuelle,2,2025-05-20,17:00,78.0,Réalisé
595,259,1,Nettoyage voiture,Ponctuelle,1,2025-05-21,15:00,39.0,Réalisé
